player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Nukleer,BYE,178,,G3JCaF8OGZHC2qgOG+Fy6mIPC5FB9aUQFkJyCFgRDHJBPLUUFLJSuzYcDaKhDMsXF5EB,,Abyss Herald: Wicked Torrents\\Chiori\\Navia,,1,,1\\1,,TRUE,,,FALSE,AS,1,1,1
AIR,Ryssa,6,133,FWDByZgNFRDh0WoNFlGhiGEPEkDx9DAPE1AB9kgWFIGBCoEQGLEQD8QQDPFAacYWDJAA,G/EANh0TEWCQxVkMCFAw3YMPCECQ9I4PCGDg9pcQCWFxBjMTE7ExO1cYFaFwir8RCzAA,Abyss Herald: Wicked Torrents\\Kuki Shinobu\\Xianyun,Cyno\\Lyney\\Rosaria,0,1,1\\1,,,,TRUE,FALSE,AS,2,1,1
ぺとる,Minty,120,99,AJBw2SANG9AA344NCPDg4JcOCQBx9DMPE0Ax9VcPE2FQBskQDGHQO80YFqFxCmcQDbAA,EUBwxSgMFVDgyZAMEpDx0UcNCRBx2TANE5EBODMPE0Ax9FcQC2HwCL8QGoEAO8QTDLAA,Raiden Shogun\\Rosaria\\Shenhe,Abyss Herald: Wicked Torrents\\Kaedehara Kazuha\\Layla,0,1,1\\1,,,,TRUE,FALSE,AS,3,1,1
Coffinuc,DarkShrine,25,28,FUDBxpgMEWBRyWoNFhCg0ZENE1EBWjAPFFCB9kgWGIERCoEQG7FwDb0QC/HwacQWDJAA,AGGxNl8WG1EhZWIMFkAhxLUNG+BQ9JwPCUHAip0YCaHRC1cQGLEgabkWC5GQu70bE7AA,Kuki Shinobu\\La Signora\\Xianyun,Emperor of Fire and Iron\\Golden Wolflord\\Mona,0,1,1\\1,,,,TRUE,FALSE,AS,4,1,1
猩猩緋,尔里西里|Akira,236,8,GBHBN7AUApGxlLMZG0ExWpEOGZAQ6Z0OCaDR6p4PGUDh9LkUG8GQTMkaDOGQrtEWDZAA,ElKSN7MUGWLCaCMOGZHy2rYOHNFR6pgPCpFx9aUQFEEy9jQQFmJxPMIUDbISDDYRFLEB,Navia\\Noelle\\Rosaria,Golden Wolflord\\Lyney\\Navia,0,1,1\\1,,,,TRUE,FALSE,AS,5,1,1
ZeeBouZer,weomi,257,168,FXAQ3BINA+AQ8U4PFRBQ8pcPCUBx9FcPFVBw9rQPDJAQ+cEPE8FhCjYQDLExC2cRFhAA,AZBR2RgNFrCw8lEPBSAQ9JcPCUBx9TEPE2ERO1cTGbExDJMQDMFgDcYQDNGgEMoRDQAA,Fatui Electro Cicin Mage\\Nahida\\Xiangling,Wriothesley\\Yelan\\Yoimiya,0,1,1\\1,,,,TRUE,FALSE,AS,6,1,1
Nandha,kritan,111,75,AhHR9g0QA1Fh94QRCVIxBo8RCWLhB5gRCnJyCDYUFNJiDDcRDbKhDcsRDsKxEvISEDEB,ARAxwV4MEUBgxE8MBJDxySoTEoGgiJcPFECB9FcPFWBx9oITGLEhTJ4YC6FgirYWDJAA,Cyno\\Tartaglia\\Venti,Abyss Herald: Wicked Torrents\\Azhdaha\\Bennett,1,0,1\\1,,,,TRUE,FALSE,AS,7,1,1
CatMoose,ersihfrans,255,45,GBHBN7AUApGxlLMZG0ExWpEOGZAQ6Z0OCaDR6p4PGUDh9LkUG8GQTMkaDOGQrtEWDZAA,FpCx2xgPASBQ9FEPCUBw9ZcPE2ERAjEQFTFxO5MTGbEwDMYQDMFgDcoQDNGgENkRDQAA,Navia\\Noelle\\Rosaria,Wriothesley\\Yelan\\Yoimiya,0,1,1\\1,,,,TRUE,FALSE,AS,8,1,1
G5,OwOscyy,52,117,FWDByV4MFZAB0WoNFhERWkcPCUBw9JsPFFCB9kgPGGEhCoIQC9HQDcQRDBFAacYWDJAA,ElFxxikNFpHhypEOExHy0kgOCpFy2jEUFIEC9TQQFEIyB1gRDILxCcAUDbJBPMUXDZEB,Abyss Herald: Wicked Torrents\\Kirara\\Kuki Shinobu,Abyss Herald: Wicked Torrents\\Kaedehara Kazuha\\Layla,0,1,1\\1,,,,TRUE,FALSE,AS,9,1,1
Kaizen,Trion,69,159,G9AB3x4NEfBQ4JcOFQBx9KsPGkCw9bQPC1BA9r0PFmFQO8MYDKGQiskQFqFxC2cRDTAA,F6AR3hkOGDCx4yIOEkAh5HoPCCAw9IMPCUBw9ZcPE2Ax9jMTFbFxO1cYC6FAisoQDLAA,La Signora\\Rosaria\\Thunder Manifestation,Chevreuse\\Consecrated Scorpion\\Lyney,1,0,1\\1,,,,TRUE,FALSE,AS,10,1,1
