player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Sleepdeprived,Tteokbokki,409,161,ERBQ0SAWAHFwZ44NCdBw35cNFfBx4FcOEwBR9TUPFmFRCmUQDLFgC8YQDMHQDM0RDTAA,AFBgxQ8NAlCA1YYNEmDQ1pMNCZBw2ZcTCaCA9ZgPCWDQ9p0QC6FQC7UQC7HQD70QDPAA,La Signora\\Raiden Shogun\\Shenhe,Candace\\Eula\\Kaedehara Kazuha,1,0,1\\1,,,,TRUE,FALSE,AS,1,1,1
JatNad,TDNkit,64,410,AFBgxQsMApCQyXwNEhDA0YYNCWBw1pcTCYGAOJgPE0AB9TAPDGAg+cIPDJFACMQQDIAA,AVExNl4TA2CQw08WBHHwZ5cNCZBx3DMPE0Ax9FcPFWBw9r0QC7HQC8EQDMERDDURExAA,Eula\\Mona\\Wanderer,Abyss Herald: Wicked Torrents\\Bennett\\Electro Hypostasis,0,1,1\\1,,,,TRUE,FALSE,AS,2,1,1
Defalia,StormCastle,30,411,AdCg0QsNAxEQN1YTBXFgOG0TBoDQ3cEPDEAR9GUPFlBQ+cMPDJEwTMoUDMGgaM0QDLAA,EUCB2R4NEZFQWaQVCpFBWjEPE0AR9DMPE2EwO8YTDLFgaMoWDIGgC9EQDcEQDNQRDQAA,Fischl\\Mona\\Nahida,La Signora\\Thunder Manifestation\\Yelan,0,1,1\\1,,,,TRUE,FALSE,AS,3,1,1
@Meow-Meow,Paroy,360,118,AJCQ0QwNERFwZkUWB2HwOJ0TCYHRWTQVE5BB3kgOFBCA4bMOCyAw4sQPDGFAaMkWDIAA,EUBxyVwMAJDhykcMFKBw0ZcNCRBx2zANE8AB7zQQEzFBAzYQE2FhBmUQFoFQCMQRDAAA,Barbara\\Layla\\Tartaglia,Kamisato Ayato\\Kuki Shinobu\\Layla,1,0,1\\1,,,,TRUE,FALSE,AS,4,1,1
LoLittleBoy,Kaizen,379,69,AFCwxSkMAJBgyXwNEhDA0YYNCdBw9ZcPCWCA+ZgQEyEBCDAQE4FhOzYQDLFAC8QRDBAA,AFBgxQsMApCQyXwNEhDA0YYNCdBw+ZcPCZGACJgQE4EBOzAWDIEgaMIQDKFAC8QQDLAA,Eula\\Mona\\Wanderer,Eula\\Mona\\Wanderer,0,1,1\\1,,,,TRUE,TRUE,AS,5,1,1
Ark,CatMoose,13,255,EmFyx0ANFpHyymMOFxEh0p0UCqHB9Z4QCkLSaTUXFIJBDL4RDbIhD8MRDeJBEMURDfEB,FWDA0TINERCR3WMPFmAw9pcQE4EBCDAQE6FBCzQQFNGBDkgQFeGAD8QQDPFAEcYRDBAA,Emperor of Fire and Iron\\Layla\\Thoma,Kuki Shinobu\\Lyney\\Yaoyao,1,0,1\\1,,,,TRUE,FALSE,AS,6,1,1
Ianradtan,Rocky,59,412,AmHS1xkOErHh5pgPClFx574PDGHR98QQDWJhA8cRDSKRDMoRDbKhDcsRDsIREdISDgEB,AUAxxF4TA4GQOE8VBJHwWZcPCUBx9DAPE1AB9jMQE4ExCFcTC7HQO70QDLEQC8ERDBAA,Cyno\\Thunder Manifestation\\Yelan,Abyss Herald: Wicked Torrents\\Bennett\\Electro Hypostasis,1,0,1\\1,,,,TRUE,FALSE,AS,7,1,1
jack,Banapp,413,414,FJDgyQkWAGDB2VINBNCA4n0OByDQ8YAPCRBx9DAPE2EBCDQQFYGBC1gQDLEwDsUUDNAA,ElGC1h8OEpFR2pgOCrFy9zEQFGICCTIRFIIiPDMUFLIyDDQRDbJhDccRDsIREdISDgEB,Barbara\\Charlotte\\Tartaglia,La Signora\\Thunder Manifestation\\Yelan,0,1,1\\1,,,,TRUE,FALSE,AS,8,1,1
BLUELILY,Nandha,18,111,EaBx4z8OFTDx5GIOFkAg8ZcPCRBw9ZwPCWHAaJ0WCYHRCzYQE7FhDlgQDeGQD9kQE/AA,ARDQ8QwPAlBg9YMPCGEwBY4QCFHgBpcQCWFwB70QC3HRPTYQE7FgC8oQDMGgDNsRDzAA,Emperor of Fire and Iron\\Layla\\Thoma,Cyno\\Tartaglia\\Venti,1,0,1\\1,,,,TRUE,FALSE,AS,9,1,1
FLUR,硝子,237,415,AHCw6CkOFYDR8WAPEhDB8iwPCTCA85gPDEAg9MIPDGFRaGcQE6GBCzgQDbHQDucRDgAA,ARGy1R8OEkJRSqUXC2JCZzEOFJEC2jQWFJIxWsUODeFB9coQDUGR98sRDYKhCdIUDrEB,Faruzan\\Mona\\Wanderer,La Signora\\Mona\\Thunder Manifestation,0,1,1\\1,,,,TRUE,FALSE,AS,10,1,1
