player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
DarkShrine,Огурчик238,28,279,E0HwOg8jFXDx9mIPFmAg/ZwPCdHAip0YCaHR01cdFTFw27odC7HRaVgWFZGA1MQdDEAA,HZBi6goOAqHS6Q8eIJDy9BsPIUGxBlgQDWEQ09EdITLCExwhIjKSHikhHuFwaekWDpAA,Candace\\Emperor of Fire and Iron\\Thoma,Albedo\\Ifa\\Xilonen,1,0,2\\1,,,,TRUE,FALSE,AS,1,2,1
Ark,Kaizen,13,69,ACLxMl8TE6LxN2IPFkAg9JwPCdDA/Z0UCbHRS54YGaHgir0ZE1FhlTYdGDFB1IQdI0AA,ISBQ9CEPIkAC9iMPImAw/JcPCcBw/cEdDLEQ290eI4Fg6N8jDZLwOeAQDqEA1PIdD0AA,Candace\\Emperor of Fire and Iron\\Thoma,Escoffier\\Skirk\\Yae Miko,1,0,2\\1,,,,TRUE,FALSE,AS,2,2,1
ルナ,GT-29,342,640,IfBQ4CEOIgAC8iMPIkAw9JcPCWBx9p8PDMAQ/MEdE7GB2zgeE4Gh6FojI5FgC98dDUAA,FhLAHSEPHkHhlfEbH6ERurcdG7Fx21gfFYGA+MYWDJFgackcDMGQzNAdDUEA1NEdDcAA,Escoffier\\Skirk\\Yae Miko,Furina\\Gluttonous Yumkasaur Mountain King\\Yae Miko,1,0,2\\1,,,,TRUE,FALSE,AS,3,2,1
OwOscyy,BLUELILY!,117,18,H6HCyiIMF0ASxCUMF5ChzUgMFNCB3oEPGEAR9LcYG6FwisEeDIER6FgdGEFR1IUVHIAA,IUBQ9CEPIsAC/CMPItExip0YHKEh6MIeDYGy+TYfDZLwOd8jDpEAPuATD+Eg1PIdD0AA,Consecrated Horned Crocodile\\Consecrated Scorpion\\Lord of Eroded Primal Fire,Escoffier\\Skirk\\Yae Miko,0,1,2\\1,,,,TRUE,FALSE,AS,4,2,1
JatNad,SOMU,64,267,HGHRNsYMHXBhx8ghHNCA6Y4OCJDg6p0OCaDQ9LMPC0Aw9roPC2HAArwQCyHw1L8dE0AA,IhIBHd8jFGAi9CMPIkAx9uIQHoEgCJcTCbFwO6QdCrFB2zMfFZFx+cEgHHEQ1MEdDEAA,Arlecchino\\Kachina\\Xilonen,Chasca\\Millennial Pearl Seahorse\\Skirk,0,1,2\\1,,,,TRUE,FALSE,AS,5,2,1
Ryssa,Vicky,133,276,ISBQ9CEPIkAC9iMPImAw/JcPCcFwisEYDKER2zodI7Fg6N8eDYLwOeAjDpEA1PIdD0AA,1o0tnsrL0c2vn+PL390esU7Mxv6NCVrR2H5Oa3bXyZ5NkIba0O4umCPa1m/+9lHg3k29,Escoffier\\Skirk\\Yae Miko,Freminet\\Neuvillette\\Sangonomiya Kokomi,0,1,2\\1,,,,TRUE,FALSE,AS,6,2,1
crackselo,Buer,371,349,FpCw2RUNEbCA8lEPCSBw9JcPE0AR9jEPE2ExOzMTGbExDJMQDMFgEMYRDAGg1ModDUAA,IkFR9yIQI2ED/SQQI8Ixi5gZCqJx3MIeDbIR6d4fJINhOuAkDpLxauEXD5IB1fUeEEEB,Wriothesley\\Yelan\\Yoimiya,Escoffier\\Skirk\\Yae Miko,0,1,2\\1,,,,TRUE,FALSE,AS,7,2,1
Sora,Ianradtan,645,59,ISBS8iAPAkAS9iMPIsAw/JcPCdFwA70QDTGyijYZDVLwOd8jDpEAPuATD+EQ1PEdD0AA,GPDQ4CAOAABw8pcPCSBw9KQPCkBB9ZMPGVAy9hEPIWAQ+c0PDJHQAt0QI6FgCt8dDUAA,Escoffier\\Skirk\\Yae Miko,Frost Operative\\Raiden Shogun\\Shenhe,1,0,2\\1,,,,TRUE,FALSE,AS,8,2,1
Ianradtan,GT-29,59,640,GPDQ4CAOAABw8pcPCSBw9KQPCkBB9ZMPGVAy9hEPIWAQ+c0PDJHQAt0QI6FgCt8dDUAA,FhLAHSEPHkHhlfEbH6ERurcdG7Fx21gfFYGA+MYWDJFgackcDMGQzNAdDUEA1NEdDcAA,Frost Operative\\Raiden Shogun\\Shenhe,Furina\\Gluttonous Yumkasaur Mountain King\\Yae Miko,1,0,2\\2,,,,TRUE,FALSE,AS,9,2,2
Огурчик238,OwOscyy,279,117,HZBi6goOAqHS6Q8eIJDy9BsPIUGxBlgQDWEQ09EdITLCExwhIjKSHikhHuFwaekWDpAA,H6HCyiIMF0ASxCUMF5ChzUgMFNCB3oEPGEAR9LcYG6FwisEeDIER6FgdGEFR1IUVHIAA,Albedo\\Ifa\\Xilonen,Consecrated Horned Crocodile\\Consecrated Scorpion\\Lord of Eroded Primal Fire,0,1,2\\2,,,,TRUE,FALSE,AS,10,2,2
