player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
glasse de fontaine,BYE,109,,AWAxwx4TAYBg408OBDDx5EcOCUBw7ZcOFdBx9FcPC0DA9bwPC2HRCzUQE7FRETYREzAA,,Bennett\\Klee\\Thunder Manifestation,,1,,1\\1,,TRUE,,,FALSE,AS,1,1,1
echuomaracS,ぺとる,459,120,EYBxxE8MAEGQWkUOFRBh4VYOCSDA4pwPCWDQ+Z0QFLGBC0gQC+GQD7kQC/HRTTYUFdAA,AvEAOAcTAIFAWY4VCJDg3ZcNCfBx31cOFQBw4L0PC0DR9DUPE1BR9jYPE2FgC88QDLAA,Barbara\\Layla\\Neuvillette,Chongyun\\Raiden Shogun\\Shenhe,0,1,1\\1,,,,TRUE,FALSE,AS,2,1,1
ASTRØ,Nukleer,460,178,FEDxyRcNABCx0SANFVAx3FYOCRBw4ZcOCSDQ4p0PExBB8TQPFdGAC8IQDLEgD8MUDNAA,ABCQ0RYNEVFwSVIUEpDA2ZcNE5EBODATE4AR2jEQE4ExCDMTDLGQO8kUDMGgTMoRDQAA,Layla\\Mona\\Neuvillette,Barbara\\Klee\\Layla,0,1,1\\1,,,,TRUE,FALSE,AS,3,1,1
Dzsudzsak,jack,36,413,EVBR2RgTEYDg25cPCVBx9jAPE2EBCDEQE4EwO8YTDLFgC8kQDLGQDNEQDcEQENURDQAA,EZCB2UATEYGROCETEpAg3oYPExAB8TAPDEGQCMkQDIGgTMoUDcEQC9EQFLGRTUkUDdAA,La Signora\\Thunder Manifestation\\Yelan,Lyney\\Sayu\\Yelan,1,0,1\\1,,,,TRUE,FALSE,AS,4,1,1
KDF_[PETA],Ianradtan,461,59,FVEBN0ITEXGQSZcUCZBx2TANE5EBODMTE4Aw9skQDIGQCMoTDLGgTNEUDcEQC9UQDbAA,ARCg8SQPFDAQ85cPCWBx9jAQE4EBCDMTE7EwCsYQDaFQC9UQDbGQE9kREzGAPt0TD+AA,Kirara\\Lyney\\Millennial Pearl Seahorse,Cryo Hypostasis\\Fischl\\Sucrose,0,1,1\\1,,,,TRUE,FALSE,AS,5,1,1
Ndedek,SKEED,462,147,AWAA2QsNA5EQOEwTBIDA3pcOCRBw4bQOCyFATL0UE8FhCzYQDLFgDcYQE+FwD9YQDfAA,AQFB7yEQARFx8pgQCkFx9ccQDVFh9s4QDmGR99oRFJKCCzkRDqLRDOARDrLxD+ERD+EB,Mona\\Nahida\\Nilou,Chongyun\\Raiden Shogun\\Shenhe,1,0,1\\1,,,,TRUE,FALSE,AS,6,1,1
Xeiiryuu,choker,231,134,FWAQ1QsNA1EROFUTFYBQ9JcPCUBw9aQPE2EBCDAQE4ExO1cTFdFwCsEQDLERCzYREzAA,AFBgxSkMAJCwyXwNEhDA0YYNCdBw9ZcPCWCA+ZgQEyEBCDAQE4FhOzYQDLFAC8QQDOAA,Fatui Electro Cicin Mage\\Mona\\Nahida,Eula\\Mona\\Wanderer,1,0,1\\1,,,,TRUE,FALSE,AS,7,1,1
Kaizen,AIR,69,6,AFGgSQQUAZCw2ZcTE4EBODANE8Ax3TMPDEAw9skPDGGQCMoQDIGgO9EUDcEQTNUQDbAA,EZDwyRMNEZCg2U8TBIHxOCMNEtCR50cOFHBw6JcOCYBx9TQQDCEQC8EQE7FhDjYRDDAA,Chongyun\\Razor\\Xingqiu,Bennett\\Dvalin\\Lynette,0,1,1\\1,,,,TRUE,FALSE,AS,8,1,1
Soba,huslin,185,66,EkFyylANAZKRO0YPExHB4p0PCiHB454QCmHS90kQFZKBDLoRDOKREL4RFvKBTsUVDdEB,EZGBOBUTEYDg25cPCVBx9jAPE2EBCDIQE4EhOzMTE7EwC8YQDLFgDNUQDcFQENkRDQAA,Barbara\\Layla\\Neuvillette,La Signora\\Thunder Manifestation\\Yelan,0,1,1\\1,,,,TRUE,FALSE,AS,9,1,1
Glacileaf,Avalech,55,15,FRAR8RUPAzBx8yYPElBg9XMPFWBQ9pcQCQFxADQTE7FAO70QC6HRCzcQE7FwTd4UD9AA,AKCw1R8NAlBg2YMNCJEwOJcTCYCw2qAPCkAB9jAPE2EBCDMQE4ExO1cTFbFwE8oTDOAA,Fatui Electro Cicin Mage\\Fatui Pyro Agent\\La Signora,Kujou Sara\\Mona\\Venti,1,0,1\\1,,,,TRUE,FALSE,AS,10,1,1
DarkShrine,ofcitszen,28,115,FYEAWA0MAUAAxEwTBKDA4Z0OCRDR4jQOEyFBCkgQFLGAC7MQC/HAD7wRCxHQTb0UFdAA,1VVEDcnRxFR0nVvXzUU1/PXR13TUpYrS0NQkuo3T0CVUEI7Y0IVk0JHV0cXU1JXV2NTE,Kirara\\Nilou\\Sangonomiya Kokomi,Kamisato Ayaka\\Mona\\Yelan,0,1,1\\1,,,,TRUE,FALSE,AS,11,1,1
StormCastle,Magik!,411,89,FWAQ1QsNA1EROFUTFYBQ9JcPCUBw9aQPE1AB9jAQE4ExCFcTFbFwO8EQDLERETYREzAA,AVKhSgUVApGx2pgOFJICOTEUFIES3DQQFEEx9coQDVGR98sRDYKhCdIUDrIRTdYVDsEB,Fatui Electro Cicin Mage\\Mona\\Nahida,Chongyun\\Razor\\Xingqiu,1,0,1\\1,,,,TRUE,FALSE,AS,12,1,1
shinichi,こじ,376,184,EZGBOB4TEYBQ25cPCVBx9jAPE2EBCDEQE4EROzMTE7EwC8YQDLFgDNUQDcFQENkRDQAA,AYEwOBYVEZHgWU8NBNDw45cOCTBx5FcOFUBw9L0PC0DR9TUPE2BR9jYQE7FgC8MRExAA,La Signora\\Thunder Manifestation\\Yelan,Bennett\\Klee\\Thunder Manifestation,0,1,1\\1,,,,TRUE,FALSE,AS,13,1,1
RemiNatusVince,Kirito,313,391,EWFxNk8VAIGQOUUTEpGxWisOCRDQ4Z0OFCCB4kgPC2Aw+bMQC7GQC7kQC/HQTb0UE9AA,AHGxNx4UEZFRSSYTEoFhOCgNCeBw8ZcPCxBQ87UPDDAw/cMPDNGQTMkUDcEQC9EQE7AA,Barbara\\Layla\\Neuvillette,La Signora\\Mona\\Thunder Manifestation,1,0,1\\1,,,,TRUE,FALSE,AS,14,1,1
FNS,Beyonder27,2,257,AJAQyRgNAZBw2X0NB6DQ44MOCDAw5IoOCECg8ZcPCRHQBp0QE2FBCzQQDLFQDsUQDOAA,FWAQwwsNAxAR1VUNFZBQ2ZcTE4AB3TAPE0BB9VcQFYFwCLQTC7FATMEQDLERDjYRExAA,Ganyu\\Hu Tao\\Yanfei,Fatui Electro Cicin Mage\\Mona\\Nahida,0,1,1\\1,,,,TRUE,FALSE,AS,15,1,1
ApexKiller,Rocky,11,412,AIHBWE4NAOCx4VIOFRAg4oMOCCAw9pcPCWFxC0gQFLGADLkQC8GQDr8QC+HwTcEUFdAA,AxAh0UINEVGQOp0PCmAx9jAQE4EBCEgTFLGBC1gQDLFADsQQDOFgD8YQDPGQEckRDTAA,Charlotte\\Mona\\Tartaglia,Lyney\\Millennial Pearl Seahorse\\Yaoyao,0,1,1\\1,,,,TRUE,FALSE,AS,16,1,1
旅行者 · 空,箱庭,463,56,ApAA2QcTAIAg3D4NCPAw34MOCADg4I4PCUBw9JcPC1Dw9b8QE2FRBjYQE6FgC8kQDLAA,AlAA9TEPAWAg9pcPCYBw+LQPC5BA+ckQDKGQC90QD7AQvfELD9AgzfIND5BA2fQMD9AA,Diona\\Raiden Shogun\\Shenhe,Nahida\\Raiden Shogun\\Xiangling,1,0,1\\1,,,,TRUE,FALSE,AS,17,1,1
Sloth,FlaSh,222,464,EZGBOB4TEYBQ25cPCVBx9jAPE2EBCDIQE4EhOzMTE7EwC8YQDLFgDNUQDcFQENkRDQAA,ABCg1QQNAVGwSZcUCZBx2TANE5EBODETE4Ax9DMPDEAw9ckQDIGQCMoTDLGgTNEUDcAA,La Signora\\Thunder Manifestation\\Yelan,Chongyun\\Razor\\Xingqiu,1,0,1\\1,,,,TRUE,FALSE,AS,18,1,1
