player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Kanon,BYE,297,,AWFxCFwQGoFRO2MUFrExTEgWFIGBircYG6GB07gfC4HRClgWDJFgacYcDVEB1OcdD8AA,,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,,1,,1\\1,,TRUE,,,FALSE,AS,1,1,1
ぺとる,尔里西里|Akira,120,8,ghFjWqGOgTPRt9uOhnEhYBiQisHydbSRlLKyhNiRlgLyvBSUmjKzaYGfjQIhjUuRjkGB,G7v6FdgdEBv7OxwaG8kq7dsIFzob/BQJGiqqNX4REZpJg7wSBUspDMoaBisKMo0cGon5,Beidou\\Kamisato Ayaka\\Skirk,All-Devouring Narwhal\\Chasca\\Skirk,1,0,1\\1,,,,TRUE,FALSE,AS,2,1,1
DarkShrine,imo,28,281,IpAByd8hI9Ci9CMPIkAx9uIPCWFwCJcQCoFAO6QTE7Ex+VcfHJIRB8EgDHEQ1MEdDEAA,IxKiHSAPHUDy9CMPImAx9uIQHoEgO5cTCbFwiqQYCqFB2zMfGZEx+asgHHERCsEdDEAA,Chasca\\Dahlia\\Skirk,Chasca\\Dahlia\\Skirk,0,1,1\\1,,,,TRUE,TRUE,AS,3,1,1
Ianradtan,kritan,59,75,AvAQ7wUPFBAR8ZMPGSAx8p0PC0BQ9LUPE2GB2zgdDbGy+TYfDZHwDN8QDsEAPuATDuAA,IaFR5xkPIBCy8RgPIUCA9JcPE2Ax9lcbFaJwA8YgDDJgBsogDGGgadEcDcERzEodFEAA,Cryo Hypostasis\\Kamisato Ayaka\\Yae Miko,Escoffier\\Hydro Tulpa\\Lyney,1,0,1\\1,,,,TRUE,FALSE,AS,4,1,1
Ryssa,zay,133,375,IUBQ9CEPHWDQ9pcPCdBw/aQcCkFBxJ0dDbGy2zYfDZHw+d8QDqEAPuATD+EQ1PEdD0AA,IqEBSt8hI8KiHCMhItAx9OIPHkAh9i8PCWFwCJcQCoFAO6QTGrGxiqsYHKER+cEfHJAA,Citlali\\Escoffier\\Yae Miko,Chasca\\Dahlia\\Skirk,1,0,1\\1,,,,TRUE,FALSE,AS,5,1,1
Zen'in,Buer,175,349,FmHBNhcMAECQxEUOGBAB4YAOCSDQ4p0PFECB9IEPG2Bx9rcWC4FgEbYWC5HQab0dE0AA,AkDB6aQOIpDQ6mgOGqBw9I4PCEDh9lcdFbFw28EgDDERzDYcE8Fg1MYdDEFg3N4dJMAA,Barbara\\Furina\\Layla,Chiori\\Goldflame Qucusaur Tyrant\\Zhongli,0,1,1\\1,,,,TRUE,FALSE,AS,6,1,1
ルナ,SOMU,342,267,H1HBynMcFqHBh3wYF3LBHTMPE0Ax9FcYFaFxiqsbGqKxB7cgHHERzMEcGMFB1IUdGEAA,IRBR9BkPIECw9pcPE2EwusYgDDJgA8ogDGKgBtEQDfERaUoWFJGhzDocFcGg1PEdD0AA,Furina\\Guardian of Apep's Oasis\\Lord of Eroded Primal Fire,Escoffier\\Hydro Tulpa\\Lyney,0,1,1\\1,,,,TRUE,FALSE,AS,7,1,1
crackselo,Sora,371,645,EfBx9L0PEUBR9i8PEmHwS50UCbHQir8YC6Hw28YdDLFgDNkRDQGREFoRIyFg1N8dDUAA,IRBS8iAPAmAS9iMPIsAy/CYPCdFwipcYGaHh2zodI7Fg+d8fDZLwOeAjDpEA1PEdD0AA,Clorinde\\La Signora\\Layla,Escoffier\\Skirk\\Yae Miko,1,0,1\\1,,,,TRUE,FALSE,AS,8,1,1
Ark,Vicky,13,276,AJKxM28jIDCx23gTF6GAWoUYCIJQHaEkCjAQ/qMPCuEyAREQIRERA9EQHTER09kdHTAA,HBHC4k8PHCES47cQHEFi9bgUIrKzixwZDaKRltIeDrIT3B0iIjPDFCoiI+OSHzsSDxEB,Hydro Tulpa\\Kaveh\\Mona,Charlotte\\Mualani\\Sigewinne,1,0,1\\1,,,,TRUE,FALSE,AS,9,1,1
GT-29,Paroy,640,118,IUBQ9iEPHWDQ/JcPCcBw/aQPCtFAxNscI0Fg298dDbHwCuAQDqEAPvETD+EQ1PQdD0AA,HZBg6hIOAqDA7mgOBuCA9IwPCEHAS50UCbHQ28YdDLFg+NERDQER1KMdHkFy3EQdDsAA,Citlali\\Escoffier\\Yae Miko,Xiangling\\Xilonen\\Zhongli,1,0,1\\1,,,,TRUE,FALSE,AS,10,1,1
