player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Rimuru,BYE,131,,FxEAhhwYFGEQlKMZCkExOEgVFKCB9IEPGEAQ9rMQCzExA4UUGMFQTMQYDKFAitEZDWAA,,All-Devouring Narwhal\\Cryo Hypostasis\\Keqing,,1,,2\\1,,TRUE,,,FALSE,AS,1,2,1
Soba,時代の敗北者,185,188,AUHBhkEYF2EAlJAZCUEAOKMYCoAx9EgPFECB9oEQGDEQA7MUC8ExTIUYGKFQisQZDGAA,AUDBxBcNFxAB0XkZCUEAlKMYCoAx9EgPFEGBA4EQGDEQTLMUC8ExioUYGKFQlcIZDGAA,All-Devouring Narwhal\\Cryo Hypostasis\\Keqing,All-Devouring Narwhal\\Keqing\\Layla,0,1,2\\1,,,,TRUE,FALSE,AS,2,2,1
Dinoman,Ianradtan,33,59,EZBxvV4MFUDxxGEMFpARyWITFpAg3JwPCVDA9p0PCWHRCzAQE7FADrMQC/EwD7kUC9AA,EUBxyXAMAZHAlJAZCUEBODMTE4ExiEgPFECB9IEQGDEQA7MUC8ExioUYGKFQlcQZDGAA,Abyss Herald: Wicked Torrents\\Emperor of Fire and Iron\\Layla,All-Devouring Narwhal\\Keqing\\Layla,0,1,2\\1,,,,TRUE,FALSE,AS,3,2,1
えいえいちゃ,ryzac,183,134,3Qw9kDzZzdyNnUXl1g38YG/f4ExNqhTb5AzdwE3c1/38z3/g5I0dGFHk2G3sVo7l2CzM,AUDBxEENFxAA0ZAZCkEwlKMYFICB9EgPGEAR9oEQCzEwA7MUGMFRTIUYDKEgisIZDGAA,All-Devouring Narwhal\\Keqing\\Layla,All-Devouring Narwhal\\Cryo Hypostasis\\Keqing,0,0,2\\1,,,TRUE,TRUE,FALSE,AS,4,2,1
diarin,Ninja,32,114,ASDBxBcMF0AA0ZANCREAlKMZCkExiEgPFECB9IEQGDEQA7MUC8ExTIUYGKFQisIZDGAA,oMycUKiZo5yMXRyllc2MIC+flg29FNSboMwNgA2bpO2cjz+cl7292BGgpE3cFk6kmCyM,All-Devouring Narwhal\\Keqing\\Layla,All-Devouring Narwhal\\Cryo Hypostasis\\Keqing,0,1,2\\1,,,,TRUE,FALSE,AS,5,2,1
DarkShrine,石墨,28,189,EZBx0XANARHBhnkYCWEAlJAZFEGBiEgPGEAR9IEQCzEwA7MUGMFRTIUYDKEgiskZDGAA,F0AByXMMFpDR0XwNFxHAlKQZCkFBWkgPFECB9FcPFfBw/7MQC0ExBIUTGLFQlsQQDLAA,All-Devouring Narwhal\\Keqing\\Layla,All-Devouring Narwhal\\Guardian of Apep's Oasis\\Xinyan,0,1,2\\1,,,,TRUE,FALSE,AS,6,2,1
Kaizen,Nukleer,69,178,AYGyunAMGJECvXkMGMGCwnoNGBKSlUkaFUGB37QQDIEx/rcQDNFh/7gQDOJxErkSDDEB,AFBw2SgNAJBA3kANBvBA344OFgAx4EcOFOBw7pcPCWCA9r8QCyHxAjUQE2FQBsURDDAA,All-Devouring Narwhal\\Kaveh\\Mona,Chongyun\\Kaedehara Kazuha\\Shenhe,0,1,2\\1,,,,TRUE,FALSE,AS,7,2,1
ApexKiller,AYU,11,17,EUDhyYsYFXHBh44NFuCh5ZIOGVAg5pcOCWBx9EgPFECB9lcPFWFxijYYE6FgC8QQDLAA,ARDB0UETF3EBlDMZE0Ax2UgTFIGBOIENGOAQ9LMPC0ExA4UQGDFQTMIUDMFAlsQWDZAA,Chevreuse\\Kuki Shinobu\\Thunder Manifestation,All-Devouring Narwhal\\Cryo Hypostasis\\Keqing,0,1,2\\1,,,,TRUE,FALSE,AS,8,2,1
weomi,Akicat,168,7,AZAx1l4NA2GQOE8TBIDx3mEPCUBx9DAPFWBx9lcTGLEhloIZDGEQC8EQDLFAEcQMDJAA,ATCQ4x0OGECw5FkPBQCR8JIPGUAg9JcPCWBx9jMYE6ExijYZE2FglskQDLGQC90QDuAA,Abyss Herald: Wicked Torrents\\Bennett\\Electro Hypostasis,Chevreuse\\Cyno\\Dehya,0,1,2\\1,,,,TRUE,FALSE,AS,9,2,1
Zenin,Seikatsu101,175,137,FBAR0XATAXHAlKMZCkExOEgTFIGBiIEPGEAQ9LMQCzEwA70UGMFRTIUYDKFAisQZDWAA,GJCw3hwOATCQ41gOCUAQ5JEPCTBw9JcPE0Ax9jMPFWFxO1cYC6HRijYZE2FgC8kQDLAA,All-Devouring Narwhal\\Cryo Hypostasis\\Keqing,Chevreuse\\Dehya\\Keqing,1,0,2\\1,,,,TRUE,FALSE,AS,10,2,1
AIR,ぺとる,6,120,AUAxxF4MA5CQyU8MBNDxzWEVCaBw9KEPFUBx9VcPGGAh9oIPDLEQO8EYE6FhijYQDLAA,F0ABxIwMFpDB0Y8NGBHxlEgZFEGBOIENGLAR4oIOGCEgibMPC0Aw9r0YGKFRioUZDGAA,Abyss Herald: Wicked Torrents\\Bennett\\Electro Hypostasis,All-Devouring Narwhal\\Furina\\Navia,1,0,2\\1,,,,TRUE,FALSE,AS,11,2,1
ephyra,Tteokbokki,43,161,Onn6/VBGUEk5CslSQno5zdxMQ7pqwYFITXm6LbpJUWpJPOxNRPpqhb5RUdqJw/tSRZk5,AbAQywsNARAw0U0NBJDQ2U8NCOBg45cOCTBx9FcPFUBw9rQPDGEQC8EQDLGQDskQDOAA,All-Devouring Narwhal\\Keqing\\Layla,Bennett\\Diluc\\Mona,1,0,2\\1,,,,TRUE,FALSE,AS,12,2,1
ersihfrans,G5,45,52,ARHBN0EZF0EAlJcTCYFxOEgNFOCB9IEPGEEQA7MQGDFRTIUUDMEgisQYDKFAltEQDbAA,EUBw0RENFxEAN00ZBEHRlDAYE4AB9EgPFECB9oEQGDEQA7MUC8ExTIUYGKFQisQZDGAA,All-Devouring Narwhal\\Cryo Hypostasis\\Keqing,All-Devouring Narwhal\\Diluc\\Layla,0,0,2\\1,,,TRUE,TRUE,FALSE,AS,13,2,1
Trion,塩むすび,159,146,A0CQyRMNFWDg1k8TBIHxOGENCeBx9DAPFUBx9lcPGGEhO4IZC2EwlsEQDLEQC8QRDBAA,GHDQ2QcNApAA3Y4NCPDg35cOCQBx4DMPExAx8TUPE0BQ9MkPDFCQ9s0QDKHRC2cQFrAA,Abyss Herald: Wicked Torrents\\Bennett\\Electro Hypostasis,Frost Operative\\Raiden Shogun\\Shenhe,1,0,2\\1,,,,TRUE,FALSE,AS,14,2,1
Rev,kiritan,129,75,ApFS3GwQEiGB85gQCkFy9TIQFGES9zQRFCIyPJQUGrIxDMcRDbJhDcsRDcKhEdoSDgEB,AHFwlCcZF0EAOI4TCIHhWYEVGJAQ27MPC0Ax9IUPGGFQTMIUDMEgaNEYDaERijcZE2AA,Wriothesley\\Yelan\\Yoimiya,All-Devouring Narwhal\\Shenhe\\Xiao,1,0,2\\1,,,,TRUE,FALSE,AS,15,2,1
Nanairo,BLUELILY⁠♡,110,18,ASDBxBcMF0AA0ZANCREBhjMZE0ExlEgYFICB9IEPGEAQ9rMQCzExA4UUGMFQisIYDKAA,AXDR3YsOATCQ41kOBUCR5JIPGQAg8JcPE2Ax9jMYC6FgisIZDGEglsMQDLGQC8kWFpAA,All-Devouring Narwhal\\Keqing\\Layla,Chevreuse\\Cyno\\Dehya,0,1,2\\1,,,,TRUE,FALSE,AS,16,2,1
sousou,ofcitszen,151,115,GJCw3R0OETCR4yIOBUCQ5FkPGUAh9JIPCWBw9pcYE6ExijMZC1HRljYZE2FgC8kQDLAA,FvDBn28KFxABoXUKFzBRo3gYFxGAgYUMCCBQwoYNF8HxWn8YFIFxAUcQCRHQA50QCTAA,Chevreuse\\Cyno\\Lyney,All-Devouring Narwhal\\Furina\\Kaveh,0,1,2\\1,,,,TRUE,FALSE,AS,17,2,1
