player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Walnut,washed,498,134,ARCR0R4NEVBh3ioPEiCg9J0PCkBA9aQPE2EBCDAQE4FBOzQQDKFAC8QQDLGQDskQDfAA,EbCQ4xwOATAw5E8OBEDw8ZAPCRBw9JcPCkCg9aoPC1DA9rwPDGEQC8EQDLGQDskRDTAA,Azhdaha\\Dehya\\Thunder Manifestation,Bennett\\Keqing\\Lyney,1,0,2\\1,,,,TRUE,FALSE,AS,1,2,1
祈恩,Xeiiryuu,499,231,ABCw4gUOESCB8S8PCRBw9JcPDEAg9sIPDGFgC8YQDLGQDNEQDcEQDdsQDdHgEOERDgAA,A5EROBkNAeCg9ZcPCVBx9jAPE2AB+TMQE4FBCDQTDLFgO9EQDaEQC9UQDbFQDtkRDTAA,Kamisato Ayaka\\Mona\\Yelan,Fischl\\Lyney\\Nahida,1,0,2\\1,,,,TRUE,FALSE,AS,2,2,1
Ryssa,duck,133,34,ApCQyQsNABBg0XwNElDA3YYPCUBw9JcPE1AB9jAPE5FBAjQQDIEgCMIQDLFQC8UQDMAA,AQCh8BwPAxAQ8ZcPCSBw87wPC1DA9b0PC2DQ9tkPDYCQ/d0QDiGwCusQDqHAC+wQD7AA,Eula\\Mona\\Wanderer,Alhaitham\\Fischl\\Nahida,0,1,2\\1,,,,TRUE,FALSE,AS,3,2,1
Nukleer,Pmimjompalung,178,500,A3GANwgTA3CQ3EQPBCBA8nQPB1BA9XUPB/BQ/7MTC9EwPbwQC7HAC8EQDPEQD8cRDBAA,ERCA4hIOASAB8SEPExBB8jQPCyAw870PC1DQ9sgPDGCA+MwPDYCQ+dkQDaHQC+EQDuAA,Abyss Lector: Fathomless Flames\\Electro Hypostasis\\Qiqi,Nilou\\Xiangling\\Yelan,1,0,2\\1,,,,TRUE,FALSE,AS,4,2,1
Claudine,Kaizen,89,69,AeAw4zkOAzBw5E8PBBDw8ZcPCUBw9LMPC1Aw9bwPC2DA9r0QDCEQC8EQDLFwDscRDRAA,AVCg3jEPEUCQ9ZcPCVBx9jAPE2EBCDQQE4FAO8YQDKFgC9EQDbEQDdIQDdEgEdURDTAA,Bennett\\Electro Hypostasis\\Fatui Pyro Agent,Fischl\\Lyney\\Nahida,1,0,2\\1,,,,TRUE,FALSE,AS,5,2,1
⠀,FLUR,497,237,AnAA5ycOEYDw6GMPBhAw8ZcPCUBw9LwPC1DA9cEPDGAQ9skPDNGRCzcQE7FwPt0TDuAA,AVCh3hgTEaCR8SEPCBAw8oMPCSBw86MPE0AB9DAPE1BB9jQPC9HRCzUQDLFADskRDRAA,Dvalin\\Raiden Shogun\\Xiao,Fischl\\Lyney\\Yelan,1,0,2\\1,,,,TRUE,FALSE,AS,6,2,1
shinichi,jack,376,413,EVCgxggMAmBRySMNCRAA0ZENEuDw550OCXDR6DQOE4FBCzYQE7FgDsIQDOEgD8UQDPAA,ATAw4xwOA0Bw5E8PBBDw8ZcPCSBw8rMPC1Aw9sIPDGAg+ckPDJGQCs0QDKHQC90QDrAA,Jean\\Lynette\\Qiqi,Bennett\\Fatui Pyro Agent\\Keqing,0,1,2\\1,,,,TRUE,FALSE,AS,7,2,1
JatNad,Akane,64,501,AJBg0QsNAhCQ1YYNCVBw3ZgPCUCB9DAPE2EBAjQQE4FACMIQDKEgC8QQDLFADskQDOAA,AGCwxisMEZCwyYYTCHFgN50NCaDR6TQOE5BA6rAOC6EAC7kQC7GQDsIQDOEgD8QQDPAA,Eula\\Mona\\Wanderer,Gorou\\Mona\\Noelle,1,0,2\\1,,,,TRUE,FALSE,AS,8,2,1
Nandha,Elsie,111,502,AJDA2w4OARBQ4ZcOCSBx7zEOE/AQ8sYPDCBg9ckPDFCQ9soPDIGgPdYQDcFgENkRDQAA,AQAA8QsPAyAQ8kwPBDDA85cPCkBA9KQPDFCQ9skPDWDg/OEPDsEQCuIQDrEgC/ARDzAA,Kamisato Ayato\\Tartaglia\\Yoimiya,Mona\\Nahida\\Nilou,0,1,2\\1,,,,TRUE,FALSE,AS,9,2,1
旅行者 · 空,Beyonder27,463,257,AVCg3jEPEUCQ9ZcPCVBx9jAPE2EBCDQQE4FAO8YQDKFgC9EQDbEQDdIQDdEgEdURDTAA,AdCw5TIOAmAA8W4PCBBA85cPCUBw9bwPDGAQ/cIPDNEgCsMQDKFgC9EQDbEQDtkRDRAA,Fischl\\Lyney\\Nahida,Raiden Shogun\\Razor\\Yaoyao,1,0,2\\1,,,,TRUE,FALSE,AS,10,2,1
crepaholic,glasse de fontaine,503,109,ERBR0R4NEVBh1SgTEnCB3ioPElCg9pcQCYFxCDATE7EBCjQQE7FAC8QQDOFgDsYRDTAA,EVCgxggMApBRySMNCRAA0ZENEuDw550OCXDR6DQOE4BB+TYQE7FgC8IQDOEgD8UQDPAA,Azhdaha\\La Signora\\Thunder Manifestation,Jean\\Lynette\\Qiqi,0,1,2\\1,,,,TRUE,FALSE,AS,11,2,1
Ianradtan,DarkShrine,59,28,AGGQNioMApCwyUUNBpBg2WcNCKCA6ZwOCZDQ6p0OC6CQ/bkPC9GwC70QDLEQD8EQE/AA,ACDA9AsPEUBQ9YMPCGAw9pcPCYBx+DQQCwHQCr0QE6FRDDUQDcHQDuEQDuEQEOIRDgAA,Barbara\\Ningguang\\Noelle,La Signora\\Mona\\Tartaglia,0,1,2\\1,,,,TRUE,FALSE,AS,12,2,1
Komorebi,CatMoose,504,255,MqFi+k89QsHBD4A/NWEiFFM/OnGhFchAPHFhJuRAPJHxJ+1BPeJBPPJBRPKRPfhCPUEx,AHGxNx8NAOBg8oYPCSBw9JcPE0AB9TAPE2ExCDMQDIFgCsYQDLGQC8kQDdFQDdURExAA,Bennett\\Lyney\\Thunder Manifestation,Dvalin\\Eula\\Mona,0,1,2\\1,,,,TRUE,FALSE,AS,13,2,1
Kirito,Minty,391,99,AKBg1gsNAmCQ3YYPCBBg8ZcPCTBw85gPCWCA9r0PC9HQC8IQDLEgDckQDNGQD8oQDPAA,EpGhyhoOAxFS0iQOCuEB6JEPCnHR6Z4PFIFC9DUQFEJiDDcRDbIhD8MRDfJhEMcSDTEB,Eula\\Mona\\Wanderer,Dehya\\Jean\\Lynette,0,1,2\\1,,,,TRUE,FALSE,AS,14,2,1
大樹,Paroy,505,118,AzEB9BkQEkGC9SwQE1Gy9jEQFGEB974QDIHR+cARDCLxCd4REIIRDPIRELIhEPMREPEB,ARCQ0QINADBg3j4NA/Dg338OCABQ4IYPCVBw9ZcPDMAg/MIQDLFQDsUQDOGQD8kQDfAA,Raiden Shogun\\Yanfei\\Yelan,Dehya\\Diona\\Eula,0,1,2\\1,,,,TRUE,FALSE,AS,15,2,1
zCrimlet,OLYA,442,506,AWCgyRMMEZBg0U8NBBHxOCoNEuCg9JcPCVBx9jQPE2FAC8EQDLEQDMIQDMEgDsYRDBAA,ESDhwxUMEXBhySYMEpBh0SoNEhCg3pcPCRBx8TQPE9BA/7gPC/GwC7wQC7HADsIQDOAA,Azhdaha\\Bennett\\Fischl,Azhdaha\\La Signora\\Thunder Manifestation,0,1,2\\1,,,,TRUE,FALSE,AS,16,2,1
Coffinuc,Ark,25,13,AWCRyRYMEZDh0SoNEhCg1ZsNCuAw9aMPE2EBCDAQE4FBCjQQDKEgC8IQDLFADcYQDPAA,/n5NNQkKDq193pQLBg1t8cMMCT1d88YMCV6NAMcNCS6dCcoNCr5dCtMNCs6NDdYOEP39,Azhdaha\\Dehya\\Thunder Manifestation,Tartaglia\\Yelan\\Yoimiya,1,0,2\\1,,,,TRUE,FALSE,AS,17,2,1
OwOwOscyy,nfd,117,507,AXAA3gsOAxAQ4UwOBCDA4qAPExBB8jQPCiCA9KgPC2AQ/NEPDcAQ/dIQDbEgC9UREzAA,AZDw3AsPAhBg8aEPCjAR8zAPE1AA9agPCtCA/awQCrHAC70QC+HQDtUQDfFQD9kRDTAA,Mona\\Nahida\\Nilou,Kujou Sara\\Mona\\Venti,1,0,2\\1,,,,TRUE,FALSE,AS,18,2,1
Rynana,Sloth,508,222,AXKhOBcOAWHx11MOBpEi2i0OCrFx4pgPFBES8jIQFCIyAzQRDSKRBMoRDTKhDcsRFMEB,EVBR2R4NEZFhOCgTEoCB3ioPElCg9pcPCWFxCDAQE4EBOzQQE6FBCzYQE7FgDtUQDeAA,Candace\\Klee\\Xingqiu,Azhdaha\\La Signora\\Thunder Manifestation,0,1,2\\1,,,,TRUE,FALSE,AS,19,2,1
Buer,Avalech,444,15,EpGh0hoOAxFR35EPCnEB6J4PCoHS6TUQFNJCDDcRFLJhD8MRDeIhEMcRDfJhFMoSDTEB,ABCw1SkNAFBg3YYPCUBw9JcPCVCA9pgQEyEBCDAQE4FAO8IQDLEgC8kQDMGQDtEQDeAA,Dehya\\Jean\\Lynette,Eula\\Mona\\Wanderer,0,1,2\\1,,,,TRUE,FALSE,AS,20,2,1
Shinon,echuomaracS,140,459,EpGhyhoOAxFS0iQOE5IxOZEOCuEB6J4PC3Ey6TUPFIJCDDcRFLJhD8MRDeIhEMcRDfEB,EVBh3hUPERDh8TAPE1AB9TQPE2BA/8IPDPEgCMYQDIFgCskQDKGQC9EQDbEQDtUQDeAA,Dehya\\Jean\\Lynette,Azhdaha\\La Signora\\Thunder Manifestation,0,1,2\\1,,,,TRUE,FALSE,AS,21,2,1
diarin,ApexKiller,32,11,EZGBOB4TEYBR2ygPEkCA9ZcPCWFxCDAQE4EBOzMQE7EwC8YQDMFgDNURDQFQENkRDRAA,AVDh5hwOAmAw8F8PEgBR8S8PEhDw8pcPCVBx9jEQEyEQA70QCzHQC8kQDbHQEOURDgAA,La Signora\\Thunder Manifestation\\Yelan,Alhaitham\\Beidou\\Dori,1,0,2\\1,,,,TRUE,FALSE,AS,22,2,1
crepaholic,Kaizen,503,69,ERBR0R4NEVBh1SgTEnCB3ioPElCg9pcQCYFxCDATE7EBCjQQE7FAC8QQDOFgDsYRDTAA,AVCg3jEPEUCQ9ZcPCVBx9jAPE2EBCDQQE4FAO8YQDKFgC9EQDbEQDdIQDdEgEdURDTAA,Azhdaha\\La Signora\\Thunder Manifestation,Fischl\\Lyney\\Nahida,1,0,2\\2,,,,TRUE,FALSE,AS,23,2,2
Shinon,nfd,140,507,EpGhyhoOAxFS0iQOE5IxOZEOCuEB6J4PC3Ey6TUPFIJCDDcRFLJhD8MRDeIhEMcRDfEB,AZDw3AsPAhBg8aEPCjAR8zAPE1AA9agPCtCA/awQCrHAC70QC+HQDtUQDfFQD9kRDTAA,Dehya\\Jean\\Lynette,Kujou Sara\\Mona\\Venti,1,0,2\\2,,,,TRUE,FALSE,AS,24,2,2
Avalech,Nukleer,15,178,ABCw1SkNAFBg3YYPCUBw9JcPCVCA9pgQEyEBCDAQE4FAO8IQDLEgC8kQDMGQDtEQDeAA,A3GANwgTA3CQ3EQPBCBA8nQPB1BA9XUPB/BQ/7MTC9EwPbwQC7HAC8EQDPEQD8cRDBAA,Eula\\Mona\\Wanderer,Abyss Lector: Fathomless Flames\\Electro Hypostasis\\Qiqi,0,1,2\\2,,,,TRUE,FALSE,AS,25,2,2
glasse de fontaine,echuomaracS,109,459,EVCgxggMApBRySMNCRAA0ZENEuDw550OCXDR6DQOE4BB+TYQE7FgC8IQDOEgD8UQDPAA,EVBh3hUPERDh8TAPE1AB9TQPE2BA/8IPDPEgCMYQDIFgCskQDKGQC9EQDbEQDtUQDeAA,Jean\\Lynette\\Qiqi,Azhdaha\\La Signora\\Thunder Manifestation,1,0,2\\2,,,,TRUE,FALSE,AS,26,2,2
Coffinuc,duck,25,34,AWCRyRYMEZDh0SoNEhCg1ZsNCuAw9aMPE2EBCDAQE4FBCjQQDKEgC8IQDLFADcYQDPAA,AQCh8BwPAxAQ8ZcPCSBw87wPC1DA9b0PC2DQ9tkPDYCQ/d0QDiGwCusQDqHAC+wQD7AA,Azhdaha\\Dehya\\Thunder Manifestation,Alhaitham\\Fischl\\Nahida,0,1,2\\2,,,,TRUE,FALSE,AS,27,2,2
⠀,OLYA,497,506,AnAA5ycOEYDw6GMPBhAw8ZcPCUBw9LwPC1DA9cEPDGAQ9skPDNGRCzcQE7FwPt0TDuAA,ESDhwxUMEXBhySYMEpBh0SoNEhCg3pcPCRBx8TQPE9BA/7gPC/GwC7wQC7HADsIQDOAA,Dvalin\\Raiden Shogun\\Xiao,Azhdaha\\La Signora\\Thunder Manifestation,0,1,2\\2,,,,TRUE,FALSE,AS,28,2,2
祈恩,OwOwOscyy,499,117,ABCw4gUOESCB8S8PCRBw9JcPDEAg9sIPDGFgC8YQDLGQDNEQDcEQDdsQDdHgEOERDgAA,AXAA3gsOAxAQ4UwOBCDA4qAPExBB8jQPCiCA9KgPC2AQ/NEPDcAQ/dIQDbEgC9UREzAA,Kamisato Ayaka\\Mona\\Yelan,Mona\\Nahida\\Nilou,0,1,2\\2,,,,TRUE,FALSE,AS,29,2,2
