player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
YI,Ianradtan,170,59,FQLAUiUlHhDB52oOFoCg6JEPCSDR8oEPGEAR9LcPG2Fw+L0fC4HRTVgUDNFgacYWDZAA,IECy9EgTIrHCO0sYEqHgipcbE6ExujMgFUJxBFcgGWIyBh0gDnJQB+UhJOJSHkUdD8AA,Jean\\Kuki Shinobu\\Lan Yan,Flins\\Hydro Tulpa\\Ineffa,0,1,1\\1,,,,TRUE,FALSE,AS,1,1,1
Ryssa,SOMU,133,267,IHCh6PoOHoHR6fAeH5AC9A0PCUFwCJcQCoFAO6QTE7Ex21cdFbJwHt0hJeEQ1OcdDkAA,BDKjBAwVH8LRTX4ZCqJyizQcFKIzuzUhJDNBBc8hIkPRB+ghD2NxH+kiEOJBavUeEUEB,Iansan\\Ifa\\Shikanoin Heizou,Hydro Tulpa\\Maguu Kenki\\Shikanoin Heizou,1,0,1\\1,,,,TRUE,FALSE,AS,2,1,1
Falling_Starr,可莉nukleer,662,178,ARFxWtYaHDLRRC4OEpDg6pcOCaFx6VcPFUBx9NkTHbGQO8YaDCFgr9EaDfER1KEdGsAA,A7HBC+4QAOGxDvEQG/FxD1gUFdGATcYWDJFgadAbDbECu1IdJEEx1PghH0KBUwolEDAA,Hu Tao\\Kachina\\Xilonen,Gluttonous Yumkasaur Mountain King\\Jadeplume Terrorshroom\\Mona,0,1,1\\1,,,,TRUE,FALSE,AS,3,1,1
尔里西里|Akira,crackselo,8,371,AKCgyhcNEWBh1ioNEpCh2S4TEoHgOJclCSBw9KQPCkFBOzMTGbExipMYC6HgDL4RDAAA,FSLQUR8OIHCh52AOFoAC6A0PCEAw9IMTCbFwO5cgE3IxBzMjFYJxOFckDHLQR80dJUAA,Azhdaha\\Hu Tao\\Xingqiu,Faruzan\\Ifa\\Kujou Sara,0,1,1\\1,,,,TRUE,FALSE,AS,4,1,1
TBlaze,nV,574,2,G9IiRC0OApDA6WgOG6BR6rUPCEDA9IwYCaHQip0ZC1Hw28EgDGIRBjYQE7Fh1DgdIUAA,JBKRT2wkAPDS2UwlJCLBQywOFBCB4UgOGCAR4oEfG4Fx+LcgC3LRB1gQDLFAacQWDZAA,Golden Wolflord\\Goldflame Qucusaur Tyrant\\Zhongli,Furina\\Lauma\\Sangonomiya Kokomi,1,0,1\\1,,,,TRUE,FALSE,AS,5,1,1
Sora,Buer,645,349,HKBh6owPG0Ah9MgPHGCB9rUQCDHgA44dCbHQ250jE4JhRzYkJXEiC0QQDrGQ1OkdDkAA,IaBR9BkPIECw9pcPCWFxlTMbE6EwusYgDDJgA8ogDGKgBtEWDZERzEocFMGg1NwdE0AA,Arlecchino\\Golden Wolflord\\Navia,Escoffier\\Hydro Tulpa\\Lyney,0,1,1\\1,,,,TRUE,FALSE,AS,6,1,1
Ark,Kaizen,13,69,ATGy3HAOI8IiW3kZGIOBU4YlCTFR/6QQC+IzAhIRIhISBNIRHjIS1NoeHjOTVDQmJDEB,FUDC9QoPHmDQ9pcQCTFwA6QQCoFBO50TGbHSilIYJaEQ+ecjDoJwOOgkDnKAR/QRDzAA,Consecrated Horned Crocodile\\Kaveh\\Mona,Ifa\\Kuki Shinobu\\Shikanoin Heizou,0,1,1\\1,,,,TRUE,FALSE,AS,7,1,1
Femboy,Paroy,175,118,ACCR4msPFmDA9kUPEpDB/UgWFIGBaIEYGKEQirYZC1LQHr0hIeHCERwWJZEgaeEdDkAA,ARDy5woOHnDQ6FsOBYCx9PAPH0AA9pcPCWFwCKQQCoFBO1cTFbFwTMMUDMEwr90aJfAA,Barbara\\Furina\\Wriothesley,Ifa\\Kujou Sara\\Shikanoin Heizou,1,0,1\\1,,,,TRUE,FALSE,AS,8,1,1
GT-29,Zeely,640,374,IKCy8RUPERCQ9JcPCUBx9jMPE2ExuoQbDKJgA8YgDDKgBsogDWERzEocFMGg1NwdFUAA,HZBi6S0OIaBy6hsQISGwTL4UC8HhaLkWIYHC2xwdIrKSEykhEzKBHjghIeLSFEQhDkAA,Escoffier\\Hydro Tulpa\\Lyney,Black Serpent Knight: Rockbreaker Ax\\Goldflame Qucusaur Tyrant\\Xilonen,1,0,1\\1,,,,TRUE,FALSE,AS,9,1,1
Vicky,Astra7,276,639,ASLCUQoOHnDC5w0OIoBi6CYOIeCy9BsPJEES20EdDbIQBtEgIWLCExwhIjKSHikhJeAA,ACDR4U4OFhDB4iwOEiHBiUgPFGCB9oEUGLEQS7YWC4HRijYYE6JiHjMhI+EyaRwWJZAA,Ifa\\Keqing\\Lan Yan,Charlotte\\Furina\\Sangonomiya Kokomi,0,0,1\\1,,,TRUE,TRUE,FALSE,AS,10,1,1
gean,DarkShrine,373,28,GADR4B4PEUBQ9JcPCVBx9lcQFQFwAMYYDKFgiskQDaEAEdERJTEiEzYWDZHw1N8dDkAA,IHCh6PoOHoHR6fAeH5AC9A0PCUFwCJcQCoFAO6QTE7Ex21cdFbJwHt0hJeEQ1OcdDkAA,Frost Operative\\La Signora\\Thunder Manifestation,Iansan\\Ifa\\Shikanoin Heizou,0,1,1\\1,,,,TRUE,FALSE,AS,11,1,1
尔里西里|Akira,Ark,8,13,AKCgyhcNEWBh1ioNEpCh2S4TEoHgOJclCSBw9KQPCkFBOzMTGbExipMYC6HgDL4RDAAA,ATGy3HAOI8IiW3kZGIOBU4YlCTFR/6QQC+IzAhIRIhISBNIRHjIS1NoeHjOTVDQmJDEB,Azhdaha\\Hu Tao\\Xingqiu,Consecrated Horned Crocodile\\Kaveh\\Mona,1,0,1\\2,,,,TRUE,FALSE,AS,12,1,2
Buer,Kaizen,349,69,IaBR9BkPIECw9pcPCWFxlTMbE6EwusYgDDJgA8ogDGKgBtEWDZERzEocFMGg1NwdE0AA,FUDC9QoPHmDQ9pcQCTFwA6QQCoFBO50TGbHSilIYJaEQ+ecjDoJwOOgkDnKAR/QRDzAA,Escoffier\\Hydro Tulpa\\Lyney,Ifa\\Kuki Shinobu\\Shikanoin Heizou,1,0,1\\2,,,,TRUE,FALSE,AS,13,1,2
GT-29,TBlaze,640,574,IKCy8RUPERCQ9JcPCUBx9jMPE2ExuoQbDKJgA8YgDDKgBsogDWERzEocFMGg1NwdFUAA,G9IiRC0OApDA6WgOG6BR6rUPCEDA9IwYCaHQip0ZC1Hw28EgDGIRBjYQE7Fh1DgdIUAA,Escoffier\\Hydro Tulpa\\Lyney,Golden Wolflord\\Goldflame Qucusaur Tyrant\\Zhongli,0,1,1\\2,,,,TRUE,FALSE,AS,14,1,2
Vicky,Paroy,276,118,ASLCUQoOHnDC5w0OIoBi6CYOIeCy9BsPJEES20EdDbIQBtEgIWLCExwhIjKSHikhJeAA,ARDy5woOHnDQ6FsOBYCx9PAPH0AA9pcPCWFwCKQQCoFBO1cTFbFwTMMUDMEwr90aJfAA,Ifa\\Keqing\\Lan Yan,Ifa\\Kujou Sara\\Shikanoin Heizou,1,0,1\\2,,,,TRUE,FALSE,AS,15,1,2
Femboy,可莉nukleer,175,178,ACCR4msPFmDA9kUPEpDB/UgWFIGBaIEYGKEQirYZC1LQHr0hIeHCERwWJZEgaeEdDkAA,A7HBC+4QAOGxDvEQG/FxD1gUFdGATcYWDJFgadAbDbECu1IdJEEx1PghH0KBUwolEDAA,Barbara\\Furina\\Wriothesley,Gluttonous Yumkasaur Mountain King\\Jadeplume Terrorshroom\\Mona,0,0,1\\2,,,TRUE,TRUE,FALSE,AS,16,1,2
