player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Minty,BYE,99,,E2HwNh0MFUDxxGIMFpAgyZwTCaDA450OCUDR5IIPGEAh9J4PGWDg9rYYC6Fgir0RExAA,,Cyno\\Emperor of Fire and Iron\\Thoma,,1,,1\\1,,TRUE,,,FALSE,AS,1,1,1
Quang:))),ersihfrans,124,45,FRHAoSgaGxDB3b4PCUBw9KQQE4EBCDATE7ExO0gcDEFAxMQQDMFgDcYQDNGQD9ERDQAA,FrCx9BgPAUBQ9VEPCVBw9pcQEyERBzEQFXFxO1cTGbExDJMQDMFgDcYQDNGgEMoRDQAA,Kaedehara Kazuha\\Kuki Shinobu\\Mualani,Wriothesley\\Yelan\\Yoimiya,0,1,1\\1,,,,TRUE,FALSE,AS,2,1,1
Nandha,Kerching,111,209,ffcXQHN0aBe3XP52cMfYXZh2euh4aZp6ehiYovp6czjH/S2Ac8gHczF3cyg3dzR4dGdn,FYDQ8DoPAgAw8YMPCRBw9JcPCkBB9TMPFpBx+WcQDTGQA9kYDaHQiucZDmFwlugQDrAA,Tartaglia\\Wriothesley\\Yoimiya,Dori\\Faruzan\\Maguu Kenki,1,0,1\\1,,,,TRUE,FALSE,AS,3,1,1
Lyzbac,zen'in,88,175,EpGB2hkOHLHS78APHOHx9JgQCkFy9TIQFFEy9zQQGmIyPJQUDbJhDccRDcKhEcsSDgEB,FpDByWsVAICR4iwOGCAR9IEPFECB9kgPG5FxaLcYC6FgirYWC5HQab0UDNFAEcQUDNAA,Clorinde\\Yanfei\\Yelan,Barbara\\Furina\\Wriothesley,0,1,1\\1,,,,TRUE,FALSE,AS,4,1,1
こんぶ,もちつき,52,187,AaBR2RgNFpCw21EPBSAQ9JcPCUBx9TEPE2ERO1cTFbFxDJMQGcEwDcYQDNFgEMoRDAAA,FZDB0ZgNFBAR1WoVCaAR9DAPE0AB9UgPFGCB9oEWGIEQCsQQDLFADcYQDPFgackWDJAA,Wriothesley\\Yelan\\Yoimiya,Cryo Hypostasis\\Kuki Shinobu\\Xianyun,0,1,1\\1,,,,TRUE,FALSE,AS,5,1,1
やまゆう,ぶぼ。,202,274,FvHAOCETA4ERWjMPExAx8VcPFSBx8qsPGjCw87QPC0BB9MIPHGAg/MoTDLGgus8bDKAA,APBxxRgMAlBw2YMNCJCg3YoPCEDg9I4PCWBw9pcQE1ExBVcQFWFxBpMTGbEwO78QC8AA,Furina\\Nahida\\Yae Miko,Shenhe\\Xiao\\Yelan,0,1,1\\1,,,,TRUE,FALSE,AS,6,1,1
Ark,Ryssa,13,133,EWGBNhkMAVDRxSIcEjAg9H8PCEAw9oMQCFHgBZcQCWFxBjMTFbFxO1cYC6HwDr8REzAA,G1FByxcNGaLCaJAOG5Fy2qgOCrFx6pgPFJEy8zQQFkFy9VgQDFFB97UUDLJRPLYRFLEB,Cyno\\Lyney\\Yelan,Chiori\\Klee\\Navia,0,1,1\\1,,,,TRUE,FALSE,AS,7,1,1
Aether,Kaizen,278,69,AmGANgUMAWAwxk8NBJDw3WQPBkBB9EcPFFBw9pcPCWFxCzMQE+ExDlcRCxHQE70REzAA,AFHANh0TG2DQxX8MCFAw04MNCJDg2Y4NFKBw9pcQE1ExBTMQGWExBpMTC7HwO78RExAA,Bennett\\Kaedehara Kazuha\\Kamisato Ayaka,Clorinde\\Cyno\\Tartaglia,0,1,1\\1,,,,TRUE,FALSE,AS,8,1,1
Trion,Alice,159,277,EZBw0SgNFRDB2kcPFEBw9JcPCmFBAjAQE2EBBjMQE4EwCL8TC7HwO8QYDKFAiskQDLAA,GnFBZ14NGJDB3o8OGpBx6acPCRBw85cPEzAx9DMPFUBx9VcPC2BA/bQTE7FhCzYQFrAA,Kaedehara Kazuha\\Kuki Shinobu\\Layla,Abyss Herald: Wicked Torrents\\Chiori\\Navia,0,1,1\\1,,,,TRUE,FALSE,AS,9,1,1
Vicky,AIR,276,6,AZCQ3R0OGDCw41kOBUCQ5I4PCADg8JcPCUBx9DMPHGAR9sEQC2FABrYYDKEwiskQDLAA,ABCh7rwOAOBA8pcPCSBx9DMPFUBx9lcTGLEhO4IYC6HQir0ZDGGQuskQGpEwr+EaDvAA,Chevreuse\\Cyno\\Dehya,Chongyun\\Mualani\\Xingqiu,1,0,1\\1,,,,TRUE,FALSE,AS,10,1,1
