player1,player2,playerid1,playerid2,deckcode1,deckcode2,characters1,characters2,score1,score2,week_game,isDrop,isBye,isTie,isIncluded,isMirror,server,matchNum,week,game
Trion,Paroy,159,118,HMBx8RkPHBDg8pcPCSBx9DMPE0Ax9ZMPGWAw9rQbC6FAusMTDeGwPuscDsGw1OwdDkAA,FBEhoRYaHBDR2yoOEpCg6ZcOCaBx6lcPFUBw9LMPC1EwA8IQDDEgO8kTDLGQW9EVDbAA,Emilie\\Kinich\\Lyney,Azhdaha\\Kachina\\Millennial Pearl Seahorse,1,0,1\\1,,,,TRUE,FALSE,AS,1,1,1
尔里西里|Akira,Vicky,8,276,AlEAhjsYF2EAlFwZBUHBWnkPF+CQ/ncQBzFwA50VCbHQW7MYC6ExijUdEzFR04UWGJAA,EaDg6jsPHCDR8s8PHEDw9JcPCVBx9jMQE3ExB1cTFbFwO7UTC8FQxNscDkGQr+kaDvAA,All-Devouring Narwhal\\Raiden Shogun\\Stonehide Lawachurl,Kachina\\Stonehide Lawachurl\\Thunder Manifestation,0,1,1\\1,,,,TRUE,FALSE,AS,2,1,1
Ianradtan,JatNad,59,64,HNDRxW0MFlDhyXcMF5Bx238OCJDh6S4OEuDg7pcPCSFxA4IQGDEhO5MTGbEwEL0RCwAA,FFAAyQcMApCA2WQNBrBA54YOCHDh6EcOFIBw75cOCfBx9DMPFUFwBr8QC2HwC8UQDLAA,Kachina\\Xinyan\\Yun Jin,Kaedehara Kazuha\\Sayu\\Shenhe,0,1,1\\1,,,,TRUE,FALSE,AS,3,1,1
Dzsudzsak,Ark,36,13,HMBx8RkPHBDg8pcPCSBx9FcPFUBx9ZMPGWAw9rQbC6FAusMTDeGwPuscDsGw1OwdDkAA,AEGAlCUVF6AA9EQPBEBA/mEPBuERA3kQFzGQTJ0UCcHQirMYC6Ex04UdGDFR1DcdGUAA,Emilie\\Kinich\\Lyney,All-Devouring Narwhal\\Jean\\Qiqi,0,0,1\\1,,,TRUE,TRUE,FALSE,AS,4,1,1
Ninja,NUKLEER,114,178,AhGwWg0OApDg6oYOCKCB9C0PCWHQAp0YC6HQisUQDLFQC8YQDPFgackWDJGQ1NEdDUAA,HLDQ6QEOApDB6s8OHODw7pcPCSBx9DMPGEEhA4IQDDGQB8kTDbEQO9EYGqERr6EaDfAA,Arataki Itto\\Noelle\\Sangonomiya Kokomi,Ganyu\\Kachina\\Zhongli,1,0,1\\1,,,,TRUE,FALSE,AS,5,1,1
Minty,ersihfrans,99,45,EZChyVwNAhBQ0ZAVCaAR5y8OCYDA6J0PCUDQ9LQYE6FhCzYQDLFQTcUWDJFg1MYdDEAA,E2DwxB0MFUDwyVkMFpAh42IOCDDg5JwOCUDA9J0PCUDR9oIPGGEgirYYC6HR1DYdE0AA,Jean\\Kuki Shinobu\\Lynette,Cyno\\Emperor of Fire and Iron\\Thoma,0,0,1\\1,,,TRUE,TRUE,FALSE,AS,6,1,1
VPNilou,Seikatsu101,290,137,FVDgyQgMF5EAlEQZBEFBWmEPFkAR9HkPF+CQ/p0YCaHQrrMaC+Exy4QcGLFB04UdGDAA,HMDh7BkPAiDw8msPHTAB89APCUBw9JcPFVBx9lcPGWEwurQbC6FADN4QDsGw1OsdDkAA,Abyss Herald: Wicked Torrents\\All-Devouring Narwhal\\Qiqi,Collei\\Emilie\\Lyney,1,0,1\\1,,,,TRUE,FALSE,AS,7,1,1
やまゆう,Hana,202,104,EZCA2RUNFrCw9FEPBUAQ9ZcPCVBx9jETE7ERO1cZGWExDJMQDMFgDcYQDNGgEMoRDQAA,AOCx6c0OGJDB6o8OHKDx9M8PCUBw9ZcPE1ExOzMTFbFxxFccC0FAr7QaC/HQ1L0dDUAA,Wriothesley\\Yelan\\Yoimiya,Kachina\\Mona\\Navia,0,1,1\\1,,,,TRUE,FALSE,AS,8,1,1
SOMU,Kanon,267,297,E9HwNh0TFWDwxFkMFkEhOmIOCTDA45wOCUDQ5J0PGGAh9oIYGaHgirQRCxFg1LYdC0AA,AaBx9FwPGmFRCGMQFoExO0gUFMGBaLcYG6GBirgZC2EwCrYWC5HRaVgcDFFgxcYdFUAA,Cyno\\Emperor of Fire and Iron\\Thoma,Abyss Lector: Violet Lightning\\Hu Tao\\Kuki Shinobu,0,1,1\\1,,,,TRUE,FALSE,AS,9,1,1
DarkShrine,もちつき,28,187,AZHBWV4VF6AB4WEOFhAR9HkPCUHQA50QGDFBTIQUGMFRioUYG6GRy7kcGbFB05QdFTAA,ApDByW4NARBw0YoNCDDh2y4OEpDg6ZcOCaBx6lcOGeAx7pMTC7HQir0YDKFQEMURDAAA,Abyss Herald: Wicked Torrents\\All-Devouring Narwhal\\Keqing,Hu Tao\\Yun Jin\\Zhongli,0,1,1\\1,,,,TRUE,FALSE,AS,10,1,1
